-16.0	1	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.137587000000000	0.000000000000000	0.911977400000000	0.000000000000000	1.018710000000000	0.000000000000000	0.909767100000000	0.000000000000000	1.348756000000000	0.000000000000000	0.953423300000000	0.000000000000000	0.825973200000000	0.000000000000000	0.996222600000000	0.000000000000000	0.975351700000000	0.000000000000000	0.961379200000000	0.000000000000000	1.027371000000000	0.000000000000000	1.068342000000000	0.000000000000000	1.010172000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Offset
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.5	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.5	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.5	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.5	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.5	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.5	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.5	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.5	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-10.0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-10.5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-11.0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-11.5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-12.0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-12.5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-13.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-13.5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-14.0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-14.5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-15.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-15.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-16.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	COL	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
	Xcm	-13.0	-12.5	-12.0	-11.5	-11.0	-10.5	-10.0	-9.5	-9.0	-8.5	-8.0	-7.5	-7.0	-6.5	-6.0	-5.5	-5.0	-4.5	-4.0	-3.5	-3.0	-2.5	-2.0	-1.5	-1.0	-0.5	0.0	0.5	1.0	1.5	2.0	2.5	3.0	3.5	4.0	4.5	5.0	5.5	6.0	6.5	7.0	7.5	8.0	8.5	9.0	9.5	10.0	10.5	11.0	11.5	12.0	12.5	13.0

Raw Counts
Ycm	ROW	
16.0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31685	0	25627	0	37681	0	35505	0	35027	0	39717	0	27180	0	39738	0	46752	0	45576	0	30062	0	31848	0	34068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.5	64	0	0	0	0	0	0	0	0	0	0	0	0	0	35303	0	42488	0	35715	0	29288	0	39361	0	40505	0	38435	0	29530	0	43424	0	36713	0	36935	0	43411	0	29066	0	27441	0	0	0	0	0	0	0	0	0	0	0	0	0
15.0	63	0	0	0	0	0	0	0	0	0	0	0	0	36024	0	38895	0	31724	0	31879	0	30236	0	42171	0	38846	0	37402	0	41179	0	43532	0	35622	0	40331	0	27773	0	32682	0	32649	0	0	0	0	0	0	0	0	0	0	0	0
14.5	62	0	0	0	0	0	0	0	0	0	0	0	25886	0	34023	0	35161	0	26989	0	38587	0	39776	0	37620	0	32458	0	32503	0	27245	0	41879	0	33402	0	38752	0	25599	0	37987	0	34502	0	0	0	0	0	0	0	0	0	0	0
14.0	61	0	0	0	0	0	0	0	0	0	0	39604	0	41982	0	38671	0	37499	0	36069	0	35469	0	36741	0	31523	0	27542	0	27951	0	28355	0	35418	0	45429	0	49776	0	35998	0	33095	0	40687	0	0	0	0	0	0	0	0	0	0
13.5	60	0	0	0	0	0	0	0	0	0	36853	0	33024	0	32478	0	41868	0	35010	0	34219	0	34947	0	36701	0	27052	0	38388	0	36579	0	44686	0	46399	0	47310	0	33009	0	43034	0	41857	0	32670	0	0	0	0	0	0	0	0	0
13.0	59	0	0	0	0	0	0	0	0	38874	0	40668	0	44933	0	43039	0	43692	0	37955	0	39631	0	43298	0	42583	0	29411	0	44203	0	32339	0	29917	0	36382	0	45138	0	34482	0	39208	0	38014	0	39366	0	0	0	0	0	0	0	0
12.5	58	0	0	0	0	0	0	0	39102	0	36931	0	34381	0	46276	0	37589	0	42328	0	41501	0	36746	0	39100	0	38247	0	41281	0	32013	0	35607	0	46190	0	45536	0	38472	0	51252	0	38302	0	39892	0	38929	0	0	0	0	0	0	0
12.0	57	0	0	0	0	0	0	45998	0	40533	0	44147	0	43385	0	46422	0	53080	0	49880	0	40457	0	36715	0	37756	0	52614	0	44601	0	50483	0	55763	0	40839	0	38531	0	44178	0	39270	0	34254	0	33512	0	35256	0	0	0	0	0	0
11.5	56	0	0	0	0	0	46956	0	40072	0	37186	0	42484	0	54090	0	63316	0	45328	0	65110	0	48771	0	42786	0	38326	0	50744	0	49309	0	48206	0	37121	0	49198	0	48384	0	51180	0	51514	0	51862	0	33762	0	31082	0	0	0	0	0
11.0	55	0	0	0	0	29639	0	75088	0	147436	0	108551	0	93696	0	104517	0	102951	0	85849	0	88109	0	91874	0	86511	0	82842	0	89643	0	90712	0	94381	0	85624	0	80952	0	82837	0	78063	0	87108	0	64848	0	74427	0	46027	0	0	0	0
10.5	54	0	0	0	35772	0	66278	0	178171	0	206466	0	204086	0	182123	0	185281	0	248852	0	186016	0	175135	0	217263	0	158079	0	219778	0	190274	0	190721	0	230865	0	191459	0	191832	0	158825	0	171350	0	141417	0	204107	0	82373	0	40377	0	0	0
10.0	53	0	0	28914	0	72544	0	207614	0	254073	0	221356	0	254967	0	192652	0	213188	0	170417	0	216089	0	207818	0	214426	0	200235	0	230354	0	218098	0	180963	0	196763	0	213743	0	177760	0	161739	0	194891	0	221930	0	161002	0	67524	0	32939	0	0
9.5	52	0	35337	0	38022	0	136515	0	205141	0	181961	0	258982	0	216174	0	235657	0	214578	0	234953	0	204059	0	187050	0	219850	0	269809	0	243243	0	206556	0	215729	0	213489	0	200741	0	175526	0	203185	0	207941	0	177811	0	162305	0	42869	0	34759	0
9.0	51	41711	0	44357	0	55441	0	252296	0	224315	0	200512	0	183004	0	183168	0	208310	0	184260	0	245778	0	236201	0	205667	0	194057	0	237847	0	191736	0	154864	0	195716	0	196958	0	180146	0	162756	0	217767	0	194779	0	148376	0	92609	0	33666	0	33488
8.5	50	0	35561	0	42652	0	162838	0	223299	0	238533	0	238681	0	197041	0	187354	0	266943	0	212031	0	219799	0	174547	0	239066	0	212640	0	303247	0	209519	0	231834	0	242497	0	222344	0	173460	0	160140	0	216025	0	180147	0	176491	0	42347	0	41189	0
8.0	49	38300	0	38106	0	65794	0	177350	0	242069	0	203659	0	222327	0	245742	0	162802	0	151656	0	271519	0	192530	0	199384	0	255856	0	233056	0	219496	0	156324	0	177347	0	188921	0	167246	0	186573	0	233319	0	145976	0	239746	0	96381	0	41521	0	39674
7.5	48	0	38960	0	37303	0	184518	0	205274	0	191370	0	238737	0	190370	0	235962	0	295444	0	187499	0	224434	0	239362	0	204784	0	191927	0	261483	0	209698	0	213492	0	229112	0	207955	0	246712	0	191122	0	197448	0	181463	0	195227	0	45388	0	34854	0
7.0	47	36269	0	53890	0	47826	0	247188	0	232430	0	226430	0	178723	0	152739	0	220689	0	205722	0	191082	0	234688	0	193311	0	254855	0	221276	0	210974	0	202623	0	238141	0	236147	0	212999	0	202888	0	176217	0	231104	0	183496	0	88150	0	39309	0	34097
6.5	46	0	47216	0	61019	0	158460	0	236720	0	197335	0	231092	0	222281	0	176749	0	259868	0	175872	0	217851	0	212291	0	188439	0	180911	0	260432	0	265626	0	225463	0	258649	0	183657	0	155683	0	251431	0	187526	0	209530	0	215302	0	40174	0	38331	0
6.0	45	53867	0	49154	0	58870	0	281609	0	300275	0	271629	0	198330	0	250713	0	211990	0	231851	0	223995	0	197842	0	257366	0	203788	0	199351	0	237637	0	179040	0	176639	0	167035	0	208863	0	193631	0	181449	0	193581	0	182839	0	72525	0	59740	0	38381
5.5	44	0	30051	0	36874	0	155687	0	251937	0	264864	0	218934	0	221518	0	257135	0	296830	0	169780	0	233121	0	226808	0	186754	0	216872	0	208648	0	250394	0	244232	0	185067	0	202990	0	195416	0	205241	0	166295	0	203966	0	176698	0	40608	0	51447	0
5.0	43	55322	0	42864	0	54668	0	196250	0	225001	0	213050	0	169781	0	191939	0	168848	0	235947	0	184513	0	227105	0	218384	0	242966	0	193921	0	249582	0	180876	0	176461	0	183322	0	198114	0	192410	0	172084	0	143433	0	184958	0	82595	0	54988	0	41709
4.5	42	0	37985	0	55890	0	190492	0	233616	0	179376	0	221700	0	235098	0	252933	0	207565	0	189956	0	162581	0	213310	0	197896	0	229029	0	193023	0	174563	0	264184	0	216410	0	231415	0	203004	0	207817	0	236897	0	214593	0	195970	0	48164	0	47958	0
4.0	41	37018	0	33367	0	65050	0	238112	0	248269	0	261243	0	218586	0	220742	0	189132	0	221263	0	214370	0	181112	0	204703	0	226101	0	208268	0	212398	0	210350	0	242922	0	188053	0	227467	0	193553	0	209982	0	193949	0	227137	0	73426	0	49306	0	29461
3.5	40	0	30293	0	54389	0	178899	0	241355	0	252411	0	208054	0	229225	0	275340	0	204867	0	188488	0	183917	0	281990	0	176132	0	297107	0	208493	0	255938	0	218309	0	217262	0	165765	0	185063	0	193386	0	180869	0	197930	0	200471	0	54777	0	30858	0
3.0	39	55955	0	42708	0	59063	0	205889	0	241269	0	260287	0	239026	0	189849	0	220141	0	179801	0	196762	0	173153	0	239709	0	232590	0	191879	0	199635	0	222877	0	182521	0	224768	0	230965	0	220489	0	208432	0	165705	0	177716	0	79882	0	41248	0	30852
2.5	38	0	47688	0	46451	0	173300	0	221023	0	247540	0	196407	0	258704	0	273071	0	228591	0	167698	0	204845	0	245683	0	197826	0	221461	0	212464	0	203604	0	238654	0	200385	0	214803	0	231807	0	182928	0	187847	0	226363	0	173844	0	44031	0	43186	0
2.0	37	33908	0	54102	0	64651	0	174953	0	231284	0	230702	0	208869	0	206703	0	183169	0	192941	0	173081	0	229413	0	245127	0	230596	0	228208	0	238429	0	226041	0	163773	0	223002	0	186180	0	193319	0	192455	0	235010	0	200461	0	85251	0	43068	0	39354
1.5	36	0	39427	0	40475	0	173153	0	231194	0	199827	0	231724	0	209253	0	232129	0	197722	0	198960	0	199604	0	230041	0	202697	0	199736	0	199214	0	254865	0	218384	0	199576	0	211627	0	178021	0	209498	0	220347	0	203726	0	168310	0	39870	0	36228	0
1.0	35	32210	0	55664	0	70751	0	175678	0	258531	0	205138	0	192875	0	187774	0	201585	0	178791	0	231993	0	233169	0	195619	0	205283	0	191628	0	239570	0	250011	0	209175	0	197702	0	189040	0	208561	0	227929	0	210978	0	186434	0	89510	0	40737	0	47208
0.5	34	0	32542	0	42556	0	187956	0	224099	0	211405	0	228416	0	222299	0	195096	0	240168	0	193036	0	183565	0	246949	0	217556	0	203722	0	199601	0	282505	0	207595	0	201713	0	180647	0	218847	0	215884	0	199974	0	240243	0	207979	0	36692	0	32747	0
0.0	33	40612	0	40584	0	65672	0	180155	0	250841	0	195969	0	197501	0	228334	0	179495	0	179105	0	195650	0	222134	0	165752	0	225510	0	261439	0	212903	0	193933	0	204011	0	171187	0	188200	0	187387	0	137428	0	197373	0	256710	0	73684	0	41509	0	36745
-0.5	32	0	37533	0	30621	0	158569	0	199115	0	250663	0	232311	0	219937	0	253743	0	248549	0	210581	0	233732	0	236155	0	246425	0	237762	0	214325	0	186843	0	220452	0	298380	0	263717	0	258965	0	225054	0	238753	0	193852	0	167217	0	40658	0	34902	0
-1.0	31	37412	0	33490	0	103969	0	169680	0	191724	0	211692	0	177675	0	170903	0	197051	0	181733	0	221556	0	212076	0	203072	0	248712	0	203606	0	203604	0	218252	0	222648	0	245627	0	201341	0	241004	0	213911	0	206639	0	202114	0	67640	0	44131	0	43469
-1.5	30	0	51150	0	39328	0	176283	0	198762	0	221361	0	225930	0	209980	0	194038	0	186199	0	165119	0	185022	0	199193	0	215585	0	211641	0	273376	0	254747	0	266194	0	198244	0	254584	0	227522	0	258921	0	164931	0	165793	0	173038	0	50114	0	41963	0
-2.0	29	43973	0	39276	0	47859	0	208790	0	217235	0	193213	0	188822	0	201802	0	193947	0	204614	0	229465	0	200237	0	199856	0	230545	0	181125	0	240321	0	208568	0	156051	0	189253	0	198617	0	184174	0	192763	0	197625	0	185084	0	78178	0	37931	0	36453
-2.5	28	0	35233	0	38139	0	154457	0	218297	0	220029	0	267423	0	236043	0	220286	0	227168	0	219642	0	150301	0	232524	0	207102	0	234708	0	227275	0	200421	0	195857	0	258252	0	243602	0	244289	0	227827	0	239830	0	205017	0	155075	0	44525	0	38741	0
-3.0	27	47724	0	49158	0	81233	0	178573	0	218823	0	218892	0	201934	0	220093	0	211505	0	190111	0	198002	0	210810	0	212257	0	191571	0	197664	0	221240	0	196784	0	199607	0	211368	0	190540	0	213731	0	193635	0	196090	0	200063	0	73865	0	46013	0	35495
-3.5	26	0	36981	0	52898	0	134249	0	276629	0	248836	0	161216	0	206097	0	222460	0	196216	0	241157	0	170501	0	228965	0	242911	0	264043	0	229229	0	233175	0	249745	0	236500	0	225835	0	299511	0	224206	0	210572	0	252612	0	201901	0	56769	0	41070	0
